Program,Arg1,Arg2,Time,UserTime,SysTime,CPU,PeakMemoryKB,MajorFaults,MinorFaults,VoluntaryCS,InvoluntaryCS
regular_memory_stress,750,,11:55.54,714.26,0.38,99.874,204292,1,73799,3,10170
overloaded_memory_stress,750,,6:53:21,19233.70,1.49,77.558,213456,1,52787,5,120929
