Program,Arg1,Arg2,Time,UserTime,SysTime,CPU,PeakMemoryKB,MajorFaults,MinorFaults,VoluntaryCS,InvoluntaryCS
regular_linked_list,2500000,,2:54.55,173.67,0.25,99.639,322144,1,79938,3,3808
overloaded_linked_list,2500000,,19:13:12,63597.79,3.18,91.920,634292,1,157908,7,438370
