Program,Arg1,Arg2,Time,UserTime,SysTime,CPU,PeakMemoryKB,MajorFaults,MinorFaults,VoluntaryCS,InvoluntaryCS
regular_uniform_nodes,700,600,1:04:59,3895.56,0.71,99.930,994772,1,248119,3,20078
overloaded_uniform_nodes,700,600,1:06:33,3990.89,1.15,99.976,1006452,0,250952,1,22497
