Program,Arg1,Arg2,Time,UserTime,SysTime,CPU,PeakMemoryKB,MajorFaults,MinorFaults,VoluntaryCS,InvoluntaryCS
regular_uniform_nodes,1400,1200,18:33:35,60965.28,4.65,91.252,3961964,7550,1009906,7615,467548
overloaded_uniform_nodes,1400,1200,0:06.09,5.86,0.23,100.000,543340,1,135174,3,99
