Program,Arg1,Arg2,Time,UserTime,SysTime,CPU,PeakMemoryKB,MajorFaults,MinorFaults,VoluntaryCS,InvoluntaryCS
regular_memory_stress,500,,6:21.16,380.39,0.14,99.835,181848,1,53781,3,3046
overloaded_memory_stress,500,,3:18:49,11921.24,1.18,99.945,188984,244,48553,276,110921
