Program,Arg1,Arg2,Time,UserTime,SysTime,CPU,PeakMemoryKB,MajorFaults,MinorFaults,VoluntaryCS,InvoluntaryCS
regular_linked_list,750000,,0:42.34,42.22,0.06,99.858,98880,0,24096,3,600
overloaded_linked_list,750000,,4:41:19,16875.30,0.29,99.980,192600,0,47480,1,108681
