Program,Arg1,Arg2,Time,UserTime,SysTime,CPU,PeakMemoryKB,MajorFaults,MinorFaults,VoluntaryCS,InvoluntaryCS
regular_linked_list,850000,,0:32.90,32.85,0.02,99.909,111612,1,27285,3,133
overloaded_linked_list,850000,,6:08:09,22089.05,0.09,100.001,217780,1,53788,3,10796
