Program,Arg1,Arg2,Time,UserTime,SysTime,CPU,PeakMemoryKB,MajorFaults,MinorFaults,VoluntaryCS,InvoluntaryCS
regular_linked_list,125000,,0:04.59,4.58,0.01,100.000,19072,0,4142,1,46
overloaded_linked_list,125000,,3:40.87,220.81,0.01,99.977,34840,0,8034,1,1599
