Program,Arg1,Arg2,Time,UserTime,SysTime,CPU,PeakMemoryKB,MajorFaults,MinorFaults,VoluntaryCS,InvoluntaryCS
regular_linked_list,100000,,0:04.38,4.37,0.01,100.000,15940,0,3341,1,27
overloaded_linked_list,100000,,2:00.04,120.01,0.01,99.983,28344,0,6456,1,60
